"";"study";"condition_arm1";"condition_arm2";"descr_arm1";"descr_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"primary_calc";"outcome_type";"outcome_domain";"time";"time_weeks";"instrument";"rating";"mean_arm1";"mean_arm2";"sd_arm1";"sd_arm2";"n_arm1";"n_arm2";"bl_mean_arm1";"bl_sd_arm1";"bl_n_arm1";"bl_mean_arm2";"bl_sd_arm2";"bl_n_arm2";"dich";"dich_type";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"change";"mean_change_arm1";"mean_change_arm2";"sd_change_arm1";"sd_change_arm2";"n_change_arm1";"n_change_arm2";"other_statistic";"precalc_g";"precalc_g_se";"rand_arm1";"rand_arm2";"n_drop_study1";"n_drop_study2";"n_drop_treat1";"n_drop_treat2";"def_drop_treat";"year";"comorbid_mental";"comorbid_physical";"format_unguided";"commericial";"program_name";"support_unguided";"initial_screening";"forum_unguided";"n_sessions_planned";"n_sessions_received";"country";"income_level";"age_group";"mean_age";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"domain.1";"domain.2";"domain.3";"domain.4";"domain.5";"overall";".id";".g_negative";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_reference"
"276";"Roepke, 2015";"3rd";"wl";"3rd";NA;"3rd";"wl";0,777298555716675;0,298485282424153;1;"msd";"depression";"post";4;"CES-D";"self-report";19,0599999999999;27,36;10,3;10,63;18;36;"33.07";"8.81";97;"32.619999999999997";"10.15";93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;93;"79";"57";NA;NA;NA;2015;"n";"n";"internet";"y";"general SuperBetter";"pure";"n";"y";NA;"21,53 days for both";"us";"high";"adul";40,15;0,7067;"com";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Some concerns";"Some concerns";"Roepke_2015_msd_CES-D_post_4_self-report_3rd_wl_3rd_wl";-0,777298555716675;NA;NA;NA;NA;NA;NA;"Roepke AM, Jaffee SR, Riffle OM, McGonigal J, Broome R, Maxwell B. Randomized controlled trial of SuperBetter, a smartphone-based/internet-based self-help tool to reduce depressive symptoms. Games for Health 2015-4(3): 235-46."
"277";"Roepke, 2015";"cbt";"wl";"CBT+PPT";NA;"cbt";"wl";0,428790491627544;0,357469205485486;1;"msd";"depression";"FU1";6;"CES-D";"self-report";18,73;25,14;13,19;15,14;11;29;"34.479999999999997";"9.24";93;"32.619999999999997";"10.15";93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93;93;"82";"64";NA;NA;NA;2015;"n";"n";"internet";"n";"SuperBetter for depression";"pure";"n";"y";NA;"21,53 days for both";"us";"high";"adul";40,15;0,7067;"com";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Some concerns";"Some concerns";"Roepke_2015_msd_CES-D_FU1_6_self-report_cbt_wl_cbt_wl";-0,428790491627544;NA;NA;NA;NA;NA;NA;"Roepke AM, Jaffee SR, Riffle OM, McGonigal J, Broome R, Maxwell B. Randomized controlled trial of SuperBetter, a smartphone-based/internet-based self-help tool to reduce depressive symptoms. Games for Health 2015-4(3): 235-46."
"278";"Roepke, 2015";"3rd";"wl";"3rd";NA;"3rd";"wl";0,590078368682286;0,349616376824255;1;"msd";"depression";"FU1";6;"CES-D";"self-report";16,83;25,14;9,63;15,14;12;29;"33.07";"8.81";97;"32.619999999999997";"10.15";93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;93;"85";"64";NA;NA;NA;2015;"n";"n";"internet";"y";"general SuperBetter";"pure";"n";"y";NA;"21,53 days for both";"us";"high";"adul";40,15;0,7067;"com";"cut";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"High risk";"Low risk";"Some concerns";"Some concerns";"Roepke_2015_msd_CES-D_FU1_6_self-report_3rd_wl_3rd_wl";-0,590078368682286;NA;NA;NA;NA;NA;NA;"Roepke AM, Jaffee SR, Riffle OM, McGonigal J, Broome R, Maxwell B. Randomized controlled trial of SuperBetter, a smartphone-based/internet-based self-help tool to reduce depressive symptoms. Games for Health 2015-4(3): 235-46."
"279";"Rohde, 2014";"cbt";"other ctr";NA;"educational brochure";NA;NA;0,12234168961374;0,286803584533632;1;"msd";"depression";"post";6;"K- SADS";"clinician";1,36;1,4;0,31;0,33;21;29;"1.51";"0.41";22;"1.43";"0.35";33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;33;"1";"4";NA;NA;NA;2014;"n";"n";"book";"y";"Feeling good";"pure";"n";"n";20;NA;"us";"high";"yadul";19;0,695;"com";"cut";"stud";"1";"?";"1";0;2;"Some concerns";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Rohde_2014_msd_K-SADS_post_6_clinician_cbt_otherctr_NA_NA";-0,12234168961374;NA;NA;NA;NA;NA;NA;"Rohde, P., Stice, E., Shaw, H., & Gau, J. M. (2014). Cognitive-behavioral group depression prevention compared to bibliotherapy and brochure control: Nonsignificant effects in pilot effectiveness trial with college students. Behaviour Research and Therapy, 55(1), 48-53."
"280";"Rohde, 2014";"cbt";"other ctr";NA;"educational brochure";NA;NA;-0,0804979818412405;0,306746553609995;1;"msd";"depression";"FU1";24;"K- SADS";"clinician";1,3;1,27;0,36;0,37;18;26;"1.51";"0.41";22;"1.43";"0.35";33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;33;"4";"7";NA;NA;NA;2014;"n";"n";"book";"y";"Feeling good";"pure";"n";"n";20;NA;"us";"high";"yadul";19;0,695;"com";"cut";"stud";"1";"?";"1";0;2;"Some concerns";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Rohde_2014_msd_K-SADS_FU1_24_clinician_cbt_otherctr_NA_NA";0,0804979818412405;NA;NA;NA;NA;NA;NA;"Rohde, P., Stice, E., Shaw, H., & Gau, J. M. (2014). Cognitive-behavioral group depression prevention compared to bibliotherapy and brochure control: Nonsignificant effects in pilot effectiveness trial with college students. Behaviour Research and Therapy, 55(1), 48-53."
"281";"Rohde, 2014";"cbt";"other ctr";NA;"educational brochure";NA;NA;0,0614892209640592;0,300133169920727;1;"msd";"depression";"FU2";48;"K- SADS";"clinician";1,16;1,18;0,35;0,3;18;29;"1.51";"0.41";22;"1.43";"0.35";33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;33;"4";"4";NA;NA;NA;2014;"n";"n";"book";"y";"Feeling good";"pure";"n";"n";20;NA;"us";"high";"yadul";19;0,695;"com";"cut";"stud";"1";"?";"1";0;2;"Some concerns";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Rohde_2014_msd_K-SADS_FU2_48_clinician_cbt_otherctr_NA_NA";-0,0614892209640592;NA;NA;NA;NA;NA;NA;"Rohde, P., Stice, E., Shaw, H., & Gau, J. M. (2014). Cognitive-behavioral group depression prevention compared to bibliotherapy and brochure control: Nonsignificant effects in pilot effectiveness trial with college students. Behaviour Research and Therapy, 55(1), 48-53."
"282";"Rosso, 2017";"cbt";"other ctr";NA;"attention control: weekly assessment only";NA;NA;0,785627041733363;0,236889288921765;1;"msd";"depression";"post";10;"HRSD";"clinician";9,17;14,05;6,92;5,34;37;40;"15.73";"4.0199999999999996";37;"15.7";"4.26";40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;40;"7";"10";NA;NA;NA;2017;"n";"n";"internet";"n";"Sadness Program";"human";"y";"n";6;NA;"us";"high";"adul";28,99;0,6883;"com";"mdd";"adul";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Rosso_2017_msd_HRSD_post_10_clinician_cbt_otherctr_NA_NA";-0,785627041733363;NA;NA;NA;NA;NA;NA;"Rosso, I. M., Killgore, W. D., Olson, E. A., Webb, C. A., Fukunaga, R., Auerbach, R. P., Gogel, H., Buchholz, J. L., & Rauch, S. L. Internet-based cognitive behavior therapy for major depressive disorder: A randomized controlled trial. Depress Anxiety, 34(3), 236-245. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540163/pdf/nihms884093.pdf"
"283";"Rosso, 2017";"cbt";"other ctr";NA;"attention control: weekly assessment only";NA;NA;0,781184172463377;0,236791917326461;1;"msd";"depression";"post";10;"PHQ-9";"self-report";7,7;11,88;5,39;5,21;37;40;"13.92";"3.89";37;"15.58";"3.97";40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;40;"7";"10";NA;NA;NA;2017;"n";"n";"internet";"n";"Sadness Program";"human";"y";"n";6;NA;"us";"high";"adul";28,99;0,6883;"com";"mdd";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Rosso_2017_msd_PHQ-9_post_10_self-report_cbt_otherctr_NA_NA";-0,781184172463377;NA;NA;NA;NA;NA;NA;"Rosso, I. M., Killgore, W. D., Olson, E. A., Webb, C. A., Fukunaga, R., Auerbach, R. P., Gogel, H., Buchholz, J. L., & Rauch, S. L. Internet-based cognitive behavior therapy for major depressive disorder: A randomized controlled trial. Depress Anxiety, 34(3), 236-245. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540163/pdf/nihms884093.pdf"
"284";"Rosso, 2017";"cbt";"other ctr";NA;"attention control: weekly assessment only";NA;NA;0,937921881209096;0,240532170890906;1;"msd";"depression";"post";10;"K-10";"self-report";20,14;26,73;7,37;6,55;37;40;"28.89";"5.42";37;"30.75";"4.55";40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;40;"7";"10";NA;NA;NA;2017;"n";"n";"internet";"n";"Sadness Program";"human";"y";"n";6;NA;"us";"high";"adul";28,99;0,6883;"com";"mdd";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Rosso_2017_msd_K-10_post_10_self-report_cbt_otherctr_NA_NA";-0,937921881209096;NA;NA;NA;NA;NA;NA;"Rosso, I. M., Killgore, W. D., Olson, E. A., Webb, C. A., Fukunaga, R., Auerbach, R. P., Gogel, H., Buchholz, J. L., & Rauch, S. L. Internet-based cognitive behavior therapy for major depressive disorder: A randomized controlled trial. Depress Anxiety, 34(3), 236-245. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540163/pdf/nihms884093.pdf"
"285";"Rosso, 2017";"cbt";"other ctr";NA;"attention control: weekly assessment only";NA;NA;0,994732327056077;0,293439189359379;0;"response";"depression";"post";10;"HRSD";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Response";"50% score reduction from baseline on HRSD";21;7;37;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;40;"7";"10";NA;NA;NA;2017;"n";"n";"internet";"n";"Sadness Program";"human";"y";"n";6;NA;"us";"high";"adul";28,99;0,6883;"com";"mdd";"adul";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Rosso_2017_response_HRSD_post_10_clinician_cbt_otherctr_NA_NA";-0,994732327056077;1,17657383013782;0,372087574972833;21;7;37;40;"Rosso, I. M., Killgore, W. D., Olson, E. A., Webb, C. A., Fukunaga, R., Auerbach, R. P., Gogel, H., Buchholz, J. L., & Rauch, S. L. Internet-based cognitive behavior therapy for major depressive disorder: A randomized controlled trial. Depress Anxiety, 34(3), 236-245. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540163/pdf/nihms884093.pdf"
"286";"Rosso, 2017";"cbt";"other ctr";NA;"attention control: weekly assessment only";NA;NA;1,0183851642017;0,281548024124977;0;"remission";"depression";"post";10;"HRSD";"clinician";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission(sig. change)";"Sig. change: HRSD score of 9 points or less";28;13;37;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;40;"7";"10";NA;NA;NA;2017;"n";"n";"internet";"n";"Sadness Program";"human";"y";"n";6;NA;"us";"high";"adul";28,99;0,6883;"com";"mdd";"adul";"1";"1";"1";1;4;"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Low risk";"Rosso_2017_remission_HRSD_post_10_clinician_cbt_otherctr_NA_NA";-1,0183851642017;0,845216694183379;0,246191664380286;28;13;37;40;"Rosso, I. M., Killgore, W. D., Olson, E. A., Webb, C. A., Fukunaga, R., Auerbach, R. P., Gogel, H., Buchholz, J. L., & Rauch, S. L. Internet-based cognitive behavior therapy for major depressive disorder: A randomized controlled trial. Depress Anxiety, 34(3), 236-245. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5540163/pdf/nihms884093.pdf"
"287";"Ruehlman, 2021";"cbt";"wl";NA;NA;NA;NA;0,772181743382709;0,288602008080549;1;"msd";"depression";"post";7;"PHQ-8";"self-report";9,01;13,24;5,4;5,39;28;24;"15.36";"4.41";28;"15.21";"4.08";24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;28;"12";"4";7;NA;"failed to complete any part of the program";2021;"n";"n";"internet";"n";"TCD-BITS";"pure";"n";"n";4;"51 activities";"us";"high";"yadul";19,4;0,5769;"com";"cut";"stud";"?";"?";"sr";0;1;"Some concerns";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Ruehlman_2021_msd_PHQ-8_post_7_self-report_cbt_wl_NA_NA";-0,772181743382709;NA;NA;NA;NA;NA;NA;"Ruehlman, L. and P. Karoly (2021). ""A pilot test of Internet-delivered brief interactive training sessions for depression: Evaluating dropout, uptake, adherence, and outcome."" Journal of American college health : J of ACH: 1-9."
"288";"Ruehlman, 2021";"cbt";"wl";NA;NA;NA;NA;0,718206367187991;0,326828444690082;0;"remission";"depression";"post";7;"PHQ-8";"self-report";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"remission based on cut-off";"not depressed PHQ-8 <10";17;7;28;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;28;"12";"4";7;NA;"failed to complete any part of the program";2021;"n";"n";"internet";"n";"TCD-BITS";"pure";"n";"n";4;"51 activities";"us";"high";"yadul";19,4;0,5769;"com";"cut";"stud";"?";"?";"sr";0;1;"Some concerns";"High risk";"Some concerns";"Low risk";"Some concerns";"High risk";"Ruehlman_2021_remission_PHQ-8_post_7_self-report_cbt_wl_NA_NA";-0,718206367187991;0,733152515173644;0,35256165402374;17;7;28;24;"Ruehlman, L. and P. Karoly (2021). ""A pilot test of Internet-delivered brief interactive training sessions for depression: Evaluating dropout, uptake, adherence, and outcome."" Journal of American college health : J of ACH: 1-9."
"289";"Salkovskis, 2006";"other psy";"cau";NA;NA;NA;NA;-0,0181220540812484;0,204305821250554;1;"msd";"depression";"post";12;"BDI";"self-report";15,1;14,9;10,9;11;50;46;"27.5";"9.8000000000000007";50;"27.1";"10.5";46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;46;"12";"7";NA;NA;NA;2006;"n";"n";"book";"n";"CarePartners Programme";"pure";"y";"n";6;NA;"uk";"high";"adul";39,68;0,802;"clin";"mdd";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Salkovskis_2006_msd_BDI_post_12_self-report_otherpsy_cau_NA_NA";0,0181220540812484;NA;NA;NA;NA;NA;NA;"Salkovskis P, Rimes K, Stephenson D, Sacks G, Scott J. A randomized controlled trial of the use of self-help materials in addition to standard general practice treatment of depression compared to standard treatment alone. Psychological Medicine. 2006;36(03):325-33."
"290";"Salkovskis, 2006";"other psy";"cau";NA;NA;NA;NA;0,152155706502223;0,20460122949387;1;"msd";"depression";"FU1";26;"BDI";"self-report";12,6;14,3;9,6;12,5;50;46;"27.5";"9.8000000000000007";50;"27.1";"10.5";46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;46;"12";"7";NA;NA;NA;2006;"n";"n";"book";"n";"CarePartners Programme";"pure";"y";"n";6;NA;"uk";"high";"adul";39,68;0,802;"clin";"mdd";"adul";"1";"1";"sr";1;4;"Low risk";"Low risk";"Some concerns";"Low risk";"Some concerns";"Some concerns";"Salkovskis_2006_msd_BDI_FU1_26_self-report_otherpsy_cau_NA_NA";-0,152155706502223;NA;NA;NA;NA;NA;NA;"Salkovskis P, Rimes K, Stephenson D, Sacks G, Scott J. A randomized controlled trial of the use of self-help materials in addition to standard general practice treatment of depression compared to standard treatment alone. Psychological Medicine. 2006;36(03):325-33."
"291";"Sandoval, 2017";"pst";"wl";NA;NA;NA;NA;1,93120374705796;0,364599252170456;1;"msd";"depression";"post";7;"BDI-II";"self-report";14,5;23,2;3,7;5,2;25;20;"21.9";"4.2";25;"21.8";"4.2";20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;20;"0";NA;NA;NA;NA;2017;"n";"n";"computer";"NI";"imbPST";"auto";"y";"n";6;"4.9 hours";"us";"high";"adul";28,74;0,6222;"com";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Sandoval_2017_msd_BDI-II_post_7_self-report_pst_wl_NA_NA";-1,93120374705796;NA;NA;NA;NA;NA;NA;"Sandoval, L., Buckey, J., Ainslie, R., Tombari, M., Stone, W., & Hegel, M. (2017). Randomized Controlled Trial of a Computerized Interactive Media-Based Problem Solving Treatment for Depression. Behavior Therapy, 48(3), 413-425."
"292";"Sandoval, 2017";"pst";"wl";NA;NA;NA;NA;0,982456140350877;0,317979733805649;1;"msd";"depression";"post";7;"HSCL-20-d";"self-report";1,2;1,6;0,4;0,4;25;20;"1.5";"0.5";25;"1.5";"0.5";20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;20;"0";NA;NA;NA;NA;2017;"n";"n";"computer";"NI";"imbPST";"auto";"y";"n";6;"4.9 hours";"us";"high";"adul";28,74;0,6222;"com";"mood";"adul";"1";"?";"sr";1;3;"Some concerns";"Low risk";"Low risk";"Low risk";"Some concerns";"Some concerns";"Sandoval_2017_msd_HSCL-20-d_post_7_self-report_pst_wl_NA_NA";-0,982456140350877;NA;NA;NA;NA;NA;NA;"Sandoval, L., Buckey, J., Ainslie, R., Tombari, M., Stone, W., & Hegel, M. (2017). Randomized Controlled Trial of a Computerized Interactive Media-Based Problem Solving Treatment for Depression. Behavior Therapy, 48(3), 413-425."
"293";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;1,7130446407002;0,505367415435423;1;"msd";"depression";"post";6;"BDI-I";"self-report";8,5;21,7;5,8;9;12;10;"23.8";"8";12;"26";"7.2";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"0";"0";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_BDI-I_post_6_self-report_cbt_wl_NA_NA";-1,7130446407002;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"294";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;1,33988064460999;0,476885654439121;1;"msd";"depression";"post";6;"DACL";"self-report";7,9;17,7;5,3;8,7;12;10;"16.899999999999999";"8.4";12;"17.8";"7.6";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"0";"0";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_DACL_post_6_self-report_cbt_wl_NA_NA";-1,33988064460999;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"295";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;1,31757878921477;0,475357264363453;1;"msd";"depression";"post";6;"SDS";"self-report";47,9;64,7;11,9;12,7;12;10;"62.3";"7.8";12;"62.5";"9.8000000000000007";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"0";"0";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_SDS_post_6_self-report_cbt_wl_NA_NA";-1,31757878921477;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"296";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;1,30686944767277;0,474630728618611;1;"msd";"depression";"post";6;"POMS-D";"self-report";10;30,2;9,7;19,4;12;10;"29.4";"12";12;"31.6";"12.7";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"0";"0";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_POMS-D_post_6_self-report_cbt_wl_NA_NA";-1,30686944767277;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"297";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;1,25771680464034;0,471358434394586;1;"msd";"depression";"post";6;"MMPI-D";"self-report";25,1;34,6;7,4;7,1;12;10;"33.9";"6.8";12;"35.299999999999997";"7.4";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"0";"0";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_MMPI-D_post_6_self-report_cbt_wl_NA_NA";-1,25771680464034;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"298";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;0,412930143463808;0,454606873483293;1;"msd";"depression";"FU1";18;"BDI-I";"self-report";9,3;13,2;7,9;10,3;11;9;"23.8";"8";12;"26";"7.2";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"1";"1";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_BDI-I_FU1_18_self-report_cbt_wl_NA_NA";-0,412930143463808;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"299";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;-0,178841112299296;0,450435250825109;1;"msd";"depression";"FU1";18;"DACL";"self-report";9,4;8,1;8,1;5,2;11;9;"16.899999999999999";"8.4";12;"17.8";"7.6";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"1";"1";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_DACL_FU1_18_self-report_cbt_wl_NA_NA";0,178841112299296;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"300";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;0,249943544180269;0,451356667850918;1;"msd";"depression";"FU1";18;"SDS";"self-report";47,3;50,8;13,5;13,3;11;9;"62.3";"7.8";12;"62.5";"9.8000000000000007";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"1";"1";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_SDS_FU1_18_self-report_cbt_wl_NA_NA";-0,249943544180269;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
"301";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";NA;NA;NA;0,2104155768146;0,450806931044372;1;"msd";"depression";"FU1";18;"POMS-D";"self-report";10,9;14,1;12,6;16,7;11;9;"29.4";"12";12;"31.6";"12.7";10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;10;"1";"1";NA;NA;NA;1983;"n";"n";"book";"NI";"sel-help therapy book";"human";"y";"n";NA;NA;"us";"high";"adul";42;0,84;"com";"cut";"adul";"?";"?";"sr";0;1;"Some concerns";"Some concerns";"Low risk";"Low risk";"Some concerns";"High risk";"Schmidt_1983_msd_POMS-D_FU1_18_self-report_cbt_wl_NA_NA";-0,2104155768146;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32."
